bus_name,phase,voltage_pu
611,A,1.02196979329294
611,B,1.0227249096983284
611,C,1.0175333709842829
632,A,1.0218995524172148
632,B,0.9537375752510785
632,C,0.9841789191887805
633,A,1.0218995496431802
633,B,0.9537375746872708
633,C,0.9841789170082623
634,A,1.0220498010949959
634,B,0.9560088554311049
634,C,0.9831768805591069
645,A,1.0219704151289328
645,B,1.0227199789867936
645,C,1.017534885580282
646,A,1.0219697932929395
646,B,1.0227249096930202
646,C,1.017533370984283
652,A,1.0217433198187675
652,B,1.0231092907597172
652,C,1.0166682565087792
670,A,1.0215282814840532
670,B,0.9499999947828608
670,C,1.0157878951244284
671,A,1.0215282784746587
671,B,1.0234654671417005
671,C,1.015787891699971
675,A,1.0499996480383464
675,B,0.9560088548759116
675,C,0.9831768783890509
680,A,1.0215282915230366
680,B,1.0234654799250544
680,C,1.015787907154432
684,A,1.0217433086803234
684,B,1.0231092789515566
684,C,1.0166682441866846
692,A,1.0500000052439873
692,B,0.9560090135274222
692,C,0.9831771380729813
rg60,A,1.0155453350565207
rg60,B,0.9526750996818483
rg60,C,0.995404517493949
