bus_name,phase,voltage_pu
611,A,1.0058404017040654
611,B,1.0246199718923394
611,C,0.9725252555725952
632,A,1.0066673977400646
632,B,1.0312907430089688
632,C,0.9827830354775241
633,A,1.0066673865689704
633,B,1.0312907398553828
633,C,0.9827830281793491
634,A,0.9992107369716763
634,B,1.0340316307465194
634,C,0.9734392796771563
645,A,0.0
645,B,0.0
645,C,0.0
646,A,0.0
646,B,0.0
646,C,0.0
652,A,1.004974588050887
652,B,1.0251462451949855
652,C,0.9736473152531898
670,A,1.0042176477985378
670,B,1.0256168543713329
670,C,0.9747628962348098
671,A,1.004217641152429
671,B,1.0256168478638923
671,C,0.9747628863564602
675,A,0.9992107285573519
675,B,1.0340316296065069
675,C,0.9734392745127104
680,A,1.0042176540516348
680,B,1.0256168623710236
680,C,0.9747629002877293
684,A,1.0049745773738474
684,B,1.02514623314943
684,C,0.9736473043261971
692,A,0.9992109740457967
692,B,1.0340318899437284
692,C,0.9734395728989159
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
