bus_name,phase,voltage_pu
611,A,0.9964280493069793
611,B,1.0027985065728513
611,C,1.0106080460284614
632,A,1.0057805029066051
632,B,1.0066454445168211
632,C,1.012879409095436
633,A,1.0057804986707202
633,B,1.006645442448714
633,C,1.012879405574216
634,A,1.0035007589635063
634,B,1.0080951479790525
634,C,1.0103043246579344
645,A,1.005780502906605
645,B,1.0066454396057876
645,C,1.0128794071263323
646,A,1.0063552614749398
646,B,1.004929188684597
646,C,1.0118282711839446
652,A,0.991287832290659
652,B,1.004840053197618
652,C,1.0090759454025755
670,A,0.9985716406847125
670,B,1.0027149431833027
670,C,1.0083135570516635
671,A,0.9985716317666724
671,B,1.0027149365272336
671,C,1.0083135504311473
675,A,1.0035007574926886
675,B,1.0080951479790523
675,C,1.0103043231971802
680,A,0.9985716445283829
680,B,1.0027149504477266
680,C,1.0083135650017707
684,A,0.9965351664948621
684,B,1.0031456792637552
684,C,1.0094305643227126
692,A,1.0017107180599114
692,B,1.0085771022778174
692,C,1.0091817305052375
rg60,A,1.03
rg60,B,1.03
rg60,C,1.0299999999999998
