switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,176.89410786571963,101.38155654466017,199.94751789066248,200.0,true
670671,2,173.86618639513912,99.34871480238864,200.0995871937561,200.0,true
670671,3,202.66531285831542,9.916609602544966,200.28183386706957,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,2.232405050528588e-6,-0.0004365573626224093,0.0004275687634179534,200.0,true
632645,2,170.51278005849045,106.83406813815472,200.32704962309916,200.0,true
632645,3,115.05089388325152,66.18496097027196,130.72789295153507,200.0,true
632633,1,160.3341075721529,110.49575704467387,190.70943067498817,200.0,true
632633,2,120.16061302666378,90.27369153712775,149.62832074980238,200.0,true
632633,3,120.29531513671216,90.24474274248354,148.1151136032241,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
