bus_name,phase,voltage_pu
611,A,1.0271208540886347
611,B,1.0206185794738905
611,C,1.0134817530375662
632,A,1.0284131628521236
632,B,1.0219338773561037
632,C,1.0186481927481044
633,A,1.0284131593870625
633,B,1.0219338752104241
633,C,1.0186481902414788
634,A,1.0273460844379358
634,B,1.0228514579398793
634,C,1.017801729342854
645,A,1.0284131628521236
645,B,1.0219338744255984
645,C,1.018648190790146
646,A,1.0289763000222036
646,B,1.0202529868368921
646,C,1.0176014816016645
652,A,1.0211996312606855
652,B,1.0227879724618458
652,C,1.0141093391255642
670,A,1.0274794314892428
670,B,1.0209145186939965
670,C,1.0155175776075935
671,A,1.0274794287701645
671,B,1.0209145181401915
671,C,1.015517574141658
675,A,1.0273460836776687
675,B,1.0228514578328167
675,C,1.0178017288839982
680,A,1.0274794419938489
680,B,1.020914532379772
680,C,1.015517588741734
684,A,1.0262931189917723
684,B,1.021158061410932
684,C,1.0144648688765783
692,A,1.027346353032249
692,B,1.0228517062805327
692,C,1.017802031118421
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
