switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,161.1611117544438,105.51922176214643,187.48046191980643,200.0,true
670671,2,32.61457578403939,18.63337839506077,36.79262638486821,200.0,true
670671,3,203.03613358503702,-3.6756304949195595,199.96640719618142,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,3.8331048227014243e-7,-0.00044257242212786426,0.000430345122083418,200.0,true
632645,2,172.75502925592056,108.48087366246155,199.61289179773505,200.0,true
632645,3,115.05172820532354,66.18329223352734,130.29967725646253,200.0,true
632633,1,205.56251253739833,-82.88294307777215,215.51921304017668,200.0,true
632633,2,126.48908665083952,-113.33490480993346,166.19085722592018,200.0,true
632633,3,147.29198344189723,-97.30720536783303,173.3004678722482,200.0,true
634675,1,45.05557227808273,-193.52081346655115,193.4075867911093,200.0,true
634675,2,6.3170705355577645,-203.75386182031,199.29752475259755,200.0,true
634675,3,26.940445496058302,-187.57158887998833,186.18204539143568,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
