bus_name,phase,voltage_pu
611,A,1.027120762627587
611,B,1.0206195836789087
611,C,1.013481221374
632,A,1.0284129863880356
632,B,1.0219348169734561
632,C,1.0186475794876673
633,A,1.0284129829227273
633,B,1.021934814827744
633,C,1.0186475769808911
634,A,1.0273457034745248
634,B,1.0228524581209402
634,C,1.0178008458757952
645,A,1.0284129863880356
645,B,1.021934814043035
645,C,1.0186475775297072
646,A,1.0289761234757175
646,B,1.0202539280720937
646,C,1.0176008669415317
652,A,1.0211995391237703
652,B,1.0227889754079817
652,C,1.0141088115395727
670,A,1.0274793397727722
670,B,1.020915522710589
670,C,1.015517048711143
671,A,1.02747933705381
671,B,1.0209155221569017
671,C,1.0155170452453233
675,A,1.0273457027140112
675,B,1.022852458013843
675,C,1.0178008454167906
680,A,1.0274793502774922
680,B,1.0209155363965048
680,C,1.0155170598453882
684,A,1.0262930273148476
684,B,1.0211590653352018
684,C,1.0144643389686148
692,A,1.027345972067881
692,B,1.0228527064621613
692,C,1.017801147651287
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
