switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,161.66990706938316,105.80931722711833,187.8379958814632,200.0,true
670671,2,33.12523109280126,18.92522017643466,37.61216048585362,200.0,true
670671,3,203.54769592794588,-3.31681445244584,200.52759943474197,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,1.2368017884444753e-6,-0.00044322957498815643,0.00043050310217963015,200.0,true
632645,2,172.18297590927037,108.06102494813996,200.21165086114573,200.0,true
632645,3,115.05129380615234,66.18333867233859,130.33873043959056,200.0,true
632633,1,0.0,0.0,0.0,200.0,true
632633,2,0.0,0.0,0.0,200.0,true
632633,3,0.0,0.0,0.0,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
