bus_name,phase,voltage_pu
611,A,1.028282811894758
611,B,1.014012160293303
611,C,1.0131538658633752
632,A,1.029565869203005
632,B,1.0153427746560533
632,C,1.0183402655409304
633,A,0.0
633,B,0.0
633,C,0.0
634,A,0.0
634,B,0.0
634,C,0.0
645,A,1.029565869203005
645,B,1.0153427717162917
645,C,1.0183402635823873
646,A,1.0301306116398037
646,B,1.0136513133716674
646,C,1.0172965779083658
652,A,1.0223654822545238
652,B,1.0161841185871874
652,C,1.0137714727398848
670,A,1.0286358685877406
670,B,1.014307420823235
670,C,1.0151955067161327
671,A,1.0286358658631447
671,B,1.0143074202570952
671,C,1.0151955032403621
675,A,0.0
675,B,0.0
675,C,0.0
680,A,1.028635879117737
680,B,1.014307434366604
680,C,1.0151955178417804
684,A,1.027453156151549
684,B,1.01455172334706
684,C,1.0141380646405553
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
