bus_name,phase,voltage_pu
611,A,1.0197840282974393
611,B,1.0000218647818828
611,C,1.0147602521083978
632,A,1.0210359310937887
632,B,1.0044405670231726
632,C,1.015312315180785
633,A,1.0210359283715922
633,B,1.0044405649493457
633,C,1.0153123131268644
634,A,1.0181167754160627
634,B,1.0024811742528297
634,C,1.0127228958333967
645,A,1.0210359310937887
645,B,1.0044405640803282
645,C,1.0153123132164077
646,A,1.021606947972361
646,B,1.002726584537683
646,C,1.014268213329904
652,A,1.0196064052977685
652,B,1.0004463045573813
652,C,1.0139332858224783
670,A,1.019700577064873
670,B,1.0007461419789832
670,C,1.01311126695863
671,A,1.019700574057583
671,B,1.0007461389671855
671,C,1.0131112634908075
675,A,0.0
675,B,0.0
675,C,0.0
680,A,1.0197005871789053
680,B,1.0007461528188897
680,C,1.013111278098091
684,A,1.019726978513521
684,B,1.0004072867819944
684,C,1.0139423304981816
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
