load_id,pd_served,pshed,qd_served,qshed
1,160.0,0.0,110.0,0.0
2,25.293021216305764,42.70697878369424,22.317371661446263,37.68262833855374
3,533.1025004165166,621.8974995834834,304.6300002380095,355.3699997619905
4,180.3987542633573,304.6012457366427,70.67167692791317,119.32832307208683
5,105.05192186749292,22.948078132507078,70.5817600047218,15.4182399952782
6,230.0,0.0,132.0,0.0
7,170.0,0.0,125.0,0.0
8,117.0,0.0,68.0,0.0
9,120.0,0.0,90.0,0.0
10,66.0,0.0,38.0,0.0
11,120.0,0.0,90.0,0.0
12,107.86729636365693,182.13270363634308,78.8547132037768,133.14528679622322
13,70.94208226536657,99.05791773463343,63.01326130629618,87.98673869370381
14,17.0,0.0,10.0,0.0
15,65.35070092394,104.64929907606,30.753271023030585,49.246728976969415
