switch_name,phase,p,q,c_mag,current_rating,is_closed
632645,1,0.0,-0.0003742995019784925,0.00035995837462344263,700.0,true
632645,2,285.00000284076026,190.9996334476708,332.18609624265974,700.0,true
632645,3,115.00000114522791,65.99962855035163,127.7906044744855,700.0,true
671692,1,-165.2072574616382,-95.1166607131885,185.07975842644458,700.0,true
671692,2,-158.08821240455308,-90.33355204727299,176.7737853353104,700.0,true
671692,3,-158.08821072246582,16.16184406531405,154.28369012739893,700.0,true
632633,1,538.2544301651092,117.13664442249954,529.7471231180474,700.0,true
632633,2,296.04121805167455,-16.800562598729247,287.0997531868285,700.0,true
632633,3,439.6524995432139,-7.831281447934122,423.79533571869587,700.0,true
646611,1,0.0,0.0,0.0,700.0,true
646611,2,0.0,0.0,0.0,700.0,true
646611,3,0.0,0.0,0.0,700.0,true
