load_id,pd,qd,pshed,qshed,z_demand
1,-1.3938889410908402e-6,-9.582986469999526e-7,160.00000139388894,110.00000095829864,-8.711805881817751e-9
2,-3.918602900842126e-7,-3.457590794860699e-7,68.0000003918603,60.00000034575908,-5.762651324767832e-9
3,1155.0000019541842,660.0000011166767,-1.9541842446098844e-6,-1.1166767704087735e-6,1.0000000016919344
4,-2.7948858925123984e-6,-1.094903751705888e-6,485.0000027948859,190.00000109490375,-5.762651324767832e-9
5,123.51041993551466,82.98356339417391,4.489580064485345,3.016436605826093,0.9649251557462083
6,229.99999858093645,131.99999918558092,1.4190635314288547e-6,8.144190693909104e-7,0.9999999938301585
7,16.344279165779067,12.017852327778725,153.65572083422092,112.98214767222127,0.0961428186222298
8,117.00000091989847,68.00000053464184,-9.198984755107445e-7,-5.346418507077985e-7,1.00000000786238
9,-1.0454167058181302e-6,-7.840625293635976e-7,120.00000104541671,90.00000078406254,-8.711805881817751e-9
10,66.00000051891709,38.000000298770445,-5.189170892190806e-7,-2.987704466862416e-7,1.00000000786238
11,-1.0454167058181302e-6,-7.840625293635976e-7,120.00000104541671,90.00000078406254,-8.711805881817751e-9
12,-1.6711688841826713e-6,-1.2216820808507803e-6,290.0000016711689,212.00000122168208,-5.762651324767832e-9
13,-1.6301970031645742e-6,-1.4479985145755924e-6,170.000001630197,151.00000144799853,-9.5893941362622e-9
14,17.00000013366046,10.0000000786238,-1.33660462607559e-7,-7.86238023108306e-8,1.00000000786238
15,81.21285709350154,38.217815102824254,88.78714290649846,41.782184897175746,0.47772268878530316
