load_id,pd,qd,pshed,qshed,z_demand
1,-7.491164663179299e-7,-5.150175705935768e-7,160.00000074911645,110.00000051501758,-4.6819779144870615e-9
2,67.99999993472136,59.9999999424012,6.527863849233162e-8,5.759879654490807e-8,0.99999999904002
3,1155.0000036266292,660.0000020723596,-3.626629113983745e-6,-2.0723594440732735e-6,1.0000000031399388
4,484.9999995344097,189.9999998176038,4.65590269924942e-7,1.823962194557642e-7,0.99999999904002
5,53.00001182013834,35.60938294165545,74.99998817986167,50.39061705834455,0.4140625923448308
6,229.99999966371917,131.99999980700406,3.3628084027404324e-7,1.9299597069243915e-7,0.9999999985379094
7,125.66343092017193,92.39958155894995,44.336569079828074,32.60041844105006,0.7391966524715996
8,-1.067122094683368e-6,-6.202077131493078e-7,117.0000010671221,68.00000062020771,-9.12070166396041e-9
9,-5.618373497384474e-7,-4.2137801230383556e-7,120.00000056183735,90.00000042137802,-4.6819779144870615e-9
10,-6.01966309821387e-7,-3.4658666323049556e-7,66.0000006019663,38.00000034658666,-9.12070166396041e-9
11,-5.618373497384474e-7,-4.2137801230383556e-7,120.00000056183735,90.00000042137802,-4.6819779144870615e-9
12,289.99999972160583,211.99999979648425,2.783941942868469e-7,2.0351575137737565e-7,0.99999999904002
13,169.99999677590614,150.99999713624607,3.2240938503581278e-6,2.8637539263145236e-6,0.9999999810347421
14,-1.5505192828732695e-7,-9.120701663960409e-8,17.00000015505193,10.000000091207017,-9.12070166396041e-9
15,150.60001270918954,70.8705942160892,19.39998729081045,9.12940578391079,0.885882427701115
