bus_name,phase,voltage_pu
611,A,0.8875424923665106
611,B,0.892998337066007
611,C,0.8849580516836744
632,A,0.8932260264001853
632,B,0.9005440441030533
632,C,0.889523007713742
632633,A,0.8932260264001851
632633,B,0.9005440441030513
632633,C,0.8895230077137426
632645,A,0.8932260264001851
632645,B,0.9005440441030513
632645,C,0.8895230077137424
633,A,0.8932260171233218
633,B,0.9005440411641964
633,C,0.889523001003486
634,A,0.8882189343142812
634,B,0.9041761492622955
634,C,0.8827948972662204
645,A,0.893226016444054
645,B,0.9005440340828323
645,C,0.8895229967167868
646,A,0.8875525121964161
646,B,0.8930058108897924
646,C,0.884966852589243
652,A,0.8772115538643975
652,B,0.8905981766759079
652,C,0.8808879868394541
670,A,0.8939387899675058
670,B,0.89922802392153
670,C,0.8876964765191816
671,A,0.8801609217693489
671,B,0.8889178829154618
671,C,0.8810338591975613
675,A,0.8882127278643646
675,B,0.9041755229299152
675,C,0.8827904922947133
680,A,0.880160925063497
680,B,0.8889178866396248
680,C,0.8810338629583085
684,A,0.8801685046001978
684,B,0.8889253910465076
684,C,0.8810414345153278
692,A,0.8868199633556526
692,B,0.9053743039473023
692,C,0.8804377243185919
rg60,A,0.9037951718873614
rg60,B,0.9037951718873614
rg60,C,0.9037951718873614
