bus_name,phase,voltage_pu
611,A,1.0157301992877108
611,B,1.0193606619893707
611,C,1.0101262007394503
632,A,1.0199010133051594
632,B,1.0266337241972063
632,C,1.0151245755967855
632633,A,1.0199010133051594
632633,B,1.0266337241972063
632633,C,1.0151245755967855
632645,A,1.0199010133051594
632645,B,1.0266337241972063
632645,C,1.0151245755967855
633,A,1.0199010008682505
633,B,1.026633721041895
633,C,1.0151245670775957
634,A,1.0143675698111083
634,B,1.032992688165923
634,C,1.0068067692711156
645,A,1.0199010045488772
645,B,1.026633712830437
645,C,1.015124564120416
646,A,1.0157389818916323
646,B,1.0193672180724034
646,C,1.010135739716046
652,A,1.0066379284994715
652,B,1.0172914260168453
652,C,1.0065487827267527
670,A,1.0205284119437579
670,B,1.0254853489003242
670,C,1.013516297651731
671,A,1.0092143396005153
671,B,1.015813513403247
671,C,1.0066697535776419
675,A,1.0143578289129815
675,B,1.0329915470021431
675,C,1.006800309690953
680,A,1.0092143442556338
680,B,1.015813518523367
680,C,1.0066697587908071
684,A,1.0092209528114096
684,B,1.0158200836517752
684,C,1.0066763835050057
692,A,1.0131506013292564
692,B,1.0340574496003083
692,C,1.004749074465371
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
