load_id,pd,qd,pshed,qshed,z_demand
1,-1.5270171274346316e-6,-1.0498242751113092e-6,160.00000152701713,110.00000104982428,-9.543857046466447e-9
2,-6.726914862478155e-7,-5.935513113951313e-7,68.00000067269148,60.00000059355131,-9.892521856585523e-9
3,1155.0000085822835,660.000004904162,-8.582283585601318e-6,-4.904161976867032e-6,1.0000000074305484
4,-4.797873100443979e-6,-1.8795791527512493e-6,485.0000047978731,190.00000187957914,-9.892521856585523e-9
5,124.05323380795643,83.34826646472072,3.9467661920435635,2.651733535279268,0.9691658891246596
6,-2.2663692537192557e-6,-1.3006988760475728e-6,230.00000226636925,132.00000130069887,-9.853779363996763e-9
7,73.41887050111332,53.98446360375979,96.58112949888668,71.01553639624021,0.43187570883007836
8,117.00000097034255,68.00000056395977,-9.703425610966852e-7,-5.639597735477559e-7,1.000000008293526
9,-1.1452628455759736e-6,-8.589471341819803e-7,120.00000114526284,90.00000085894713,-9.543857046466447e-9
10,66.00000054737272,38.00000031515399,-5.47372724370891e-7,-3.151539918070754e-7,1.000000008293526
11,-1.1452628455759736e-6,-8.589471341819803e-7,120.00000114526284,90.00000085894713,-9.543857046466447e-9
12,-2.8688313384098017e-6,-2.097214633596131e-6,290.00000286883136,212.00000209721463,-9.892521856585523e-9
13,-1.680703794067201e-6,-1.4928604288479255e-6,170.0000016807038,151.00000149286043,-9.886492906277652e-9
14,17.000000140989943,10.00000008293526,-1.4098994383102818e-7,-8.293525976062121e-8,1.000000008293526
15,145.91878866187275,68.667665252646,24.08121133812724,11.332334747354011,0.858345815658075
