switch_name,phase,p,q,c_mag,current_rating,is_closed
632645,1,0.0,0.0,0.0,700.0,true
632645,2,0.0,0.0,0.0,700.0,true
632645,3,0.0,0.0,0.0,700.0,true
671692,1,-513.5055571067329,-306.7898287064808,616.6340267093505,700.0,true
671692,2,-671.6215209461193,-412.69512522356405,786.7926357981404,700.0,true
671692,3,-670.2462523674927,-278.91571235537054,771.8999202317885,700.0,true
632633,1,1261.678341870831,520.6124378314531,1373.120491974522,700.0,true
632633,2,871.0427166669732,370.78473829540656,928.5778657779795,700.0,true
632633,3,1195.7826364149482,504.77961594838507,1333.500005978653,700.0,true
646611,1,4.867952335498932e-6,0.000394350218700936,0.00040594867363507735,700.0,true
646611,2,-285.331697378845,-191.53131625350838,344.72204560184855,700.0,true
646611,3,-115.0000005563058,-65.99962448994228,141.2174114723704,700.0,true
