switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,309.2278051401479,176.69866600271916,345.77865022904706,1441.066271897306,true
670671,2,309.22780252366545,176.69866635675578,345.77864819399554,1441.066271897306,true
670671,3,376.271302520145,101.84837561485931,378.4579901293705,1441.066271897306,true
671692,1,0.0,0.0,0.0,700.0,false
671692,2,0.0,0.0,0.0,700.0,false
671692,3,0.0,0.0,0.0,700.0,false
632645,1,0.0,-0.00036954690554535875,0.00035765205692375333,700.0,true
632645,2,267.15113182190714,180.75593254739258,312.0405308439852,700.0,true
632645,3,97.1511318481561,55.75593313096901,108.4730324435788,700.0,true
632633,1,462.9410720268355,16.97322000787499,448.3411198509211,700.0,true
632633,2,162.4742121125318,-87.08315612862563,178.33067031957248,700.0,true
632633,3,301.14002241038503,11.26333270039828,291.8251530698629,700.0,true
634675,1,302.9410720902955,-93.02616706487343,308.07877313589256,1441.066271897306,true
634675,2,42.47421216012571,-177.0825388291592,175.85263788868573,1441.066271897306,true
634675,3,181.14002245798002,-78.73605553615792,192.26198587512127,1441.066271897306,true
646611,1,0.0,0.0,0.0,700.0,false
646611,2,0.0,0.0,0.0,700.0,false
646611,3,0.0,0.0,0.0,700.0,false
